ORF	SGD	GENENAME	EtOHvsMOCK.WT	EtOHvsMOCK.MSN24dd	EtOH.MSN24ddvsWT	MOCK.MSN24ddvsWT	EtOHvsWT.MSN24ddvsWT	AveExpr	F	P.Value	adj.P.Val
YPL197C	S000006118	NA	-1.61	-1.58	0.223	0.196	0.0271	-0.495	6.97	0.00171	0
YMR276W	S000004889	DSK2	0.302	0.35	0.0218	-0.0262	0.048	6.4	6.97	0.00173	0
YDR151C	S000002558	CTH1	-0.216	-0.373	-0.181	-0.0229	-0.158	5.07	6.96	0.00173	0
YDR363W-A	S000007235	SEM1	0.288	0.519	0.341	0.11	0.231	4.23	6.96	0.00174	0
YGL020C	S000002988	GET1	0.105	0.284	0.145	-0.0341	0.179	6.09	6.95	0.00175	0
YDR115W	S000002522	MRX14	-0.299	-0.247	-0.125	-0.177	0.0526	4.9	6.93	0.00177	0
YMR009W	S000004611	ADI1	-0.464	-0.274	0.212	0.022	0.19	4.68	6.92	0.00178	0
YOR017W	S000005543	PET127	-0.281	-0.318	-0.0949	-0.0573	-0.0376	5.2	6.92	0.00179	0
YLR410W	S000004402	VIP1	-0.283	-0.053	0.26	0.0296	0.23	6.8	6.92	0.00179	0
YBL095W	S000000191	MRX3	-0.38	-0.432	-0.192	-0.14	-0.0519	3.35	6.9	0.00181	0
YGR207C	S000003439	CIR1	0.214	0.34	0.198	0.0726	0.125	5.26	6.89	0.00183	0
YGL065C	S000003033	ALG2	-0.206	0.23	0.358	-0.0777	0.436	5.69	6.87	0.00185	0
YPL277C	S000006198	NA	1.56	0.892	-0.0831	0.58	-0.663	1.08	6.85	0.00188	0
YPL209C	S000006130	IPL1	0.175	0.858	0.661	-0.021	0.682	2.15	6.85	0.00189	0
YHR060W	S000001102	VMA22	-0.672	-0.594	0.161	0.0843	0.0772	3.3	6.83	0.00191	0
YKR023W	S000001731	NA	0.253	0.398	0.457	0.313	0.144	3.55	6.82	0.00192	0
YDR392W	S000002800	SPT3	0.308	0.48	0.241	0.0699	0.171	4.23	6.82	0.00193	0
YAR002W	S000000063	NUP60	-0.0357	0.243	0.289	0.00972	0.279	6.23	6.82	0.00193	0
YIL023C	S000001285	YKE4	-0.296	-0.363	-0.0451	0.0214	-0.0665	5.24	6.82	0.00193	0
YOR194C	S000005720	TOA1	-0.298	-0.444	0.189	0.334	-0.145	4.96	6.82	0.00193	0
YAL053W	S000000049	FLC2	-0.0206	-0.338	-0.289	0.0278	-0.317	7.08	6.81	0.00194	0
YLL004W	S000003927	ORC3	-0.42	-0.162	0.306	0.0484	0.258	4.29	6.8	0.00196	0
YDL101C	S000002259	DUN1	0.348	0.325	-0.0575	-0.0341	-0.0233	4.59	6.78	0.00199	0
YML095C	S000004560	RAD10	0.687	0.388	-0.116	0.183	-0.299	2.21	6.77	0.002	0
YOL091W	S000005451	SPO21	1.06	0.545	0.0853	0.597	-0.511	1.68	6.76	0.00201	0
YKR029C	S000001737	SET3	-0.234	0.0681	0.509	0.207	0.302	3.94	6.76	0.00202	0
YGR274C	S000003506	TAF1	-0.276	-0.236	0.197	0.157	0.0401	5.21	6.75	0.00203	0
YDR373W	S000002781	FRQ1	0.242	0.292	0.202	0.152	0.0494	5.33	6.74	0.00204	0
YLR187W	S000004177	SKG3	-0.0747	0.125	0.349	0.15	0.199	5.34	6.74	0.00205	0
YDR257C	S000002665	RKM4	0.0444	0.267	0.328	0.105	0.223	5.61	6.72	0.00208	0
YJL029C	S000003566	VPS53	0.237	0.225	-0.00968	0.00219	-0.0119	6.1	6.72	0.00208	0
YHR189W	S000001232	PTH1	1.33	0.525	-0.405	0.399	-0.805	0.688	6.7	0.0021	0
YPL125W	S000006046	KAP120	-0.211	-0.0689	0.23	0.0882	0.142	6.52	6.69	0.00213	0
YNL176C	S000005120	TDA7	-0.104	-0.298	-0.112	0.0813	-0.194	6.05	6.69	0.00213	0
YDL049C	S000002207	KNH1	-0.863	-1.55	-1.15	-0.458	-0.688	-0.565	6.68	0.00214	0
YOR239W	S000005765	ABP140	0.193	0.488	0.26	-0.036	0.296	6.69	6.68	0.00214	0
YJR054W	S000003815	KCH1	-0.458	-0.233	0.234	0.00857	0.225	4.54	6.68	0.00215	0
YHR079C	S000001121	IRE1	-0.275	-0.216	0.0902	0.0309	0.0593	5.66	6.66	0.00217	0
YNL038W	S000004983	GPI15	-0.331	-0.032	0.321	0.0224	0.299	4.64	6.65	0.00219	0
YOR302W	S000005828	NA	1.14	0.921	0.0828	0.3	-0.217	1.68	6.65	0.0022	0
YDR473C	S000002881	PRP3	-0.794	-0.445	0.387	0.0371	0.35	2.95	6.64	0.0022	0
YNL322C	S000005266	KRE1	0.37	0.206	-0.214	-0.05	-0.164	7.13	6.64	0.0022	0
YNL290W	S000005234	RFC3	-0.328	-0.0414	0.251	-0.035	0.286	5.37	6.63	0.00222	0
YML071C	S000004536	COG8	-0.48	-0.107	0.578	0.205	0.373	4.44	6.62	0.00224	0
YGL202W	S000003170	ARO8	-0.315	-0.214	0.0572	-0.0446	0.102	9.22	6.62	0.00225	0
YMR234W	S000004847	RNH1	-0.377	-0.252	0.161	0.0361	0.125	4.46	6.61	0.00225	0
YLR253W	S000004243	MCP2	-0.339	0.0453	0.124	-0.26	0.384	5.6	6.6	0.00227	0
YMR263W	S000004876	SAP30	-0.476	-0.221	0.667	0.411	0.255	2.59	6.59	0.00229	0
YNL217W	S000005161	NA	-0.17	0.187	0.343	-0.0146	0.358	5.77	6.56	0.00234	0
YGR016W	S000003248	NA	0.578	0.631	0.485	0.432	0.0526	1.27	6.56	0.00236	0
YOR160W	S000005686	MTR10	-0.143	-0.308	-0.0895	0.075	-0.165	6.52	6.55	0.00236	0
YKL092C	S000001575	BUD2	-0.355	0.0406	0.423	0.0275	0.396	4.83	6.55	0.00236	0
YGR009C	S000003241	SEC9	0.548	0.144	-0.0913	0.313	-0.404	5.12	6.55	0.00237	0
YLR263W	S000004253	RED1	-0.583	-0.36	0.384	0.161	0.223	2.56	6.55	0.00237	0
YPL056C	S000005977	LCL1	-1.52	-0.955	0.36	-0.2	0.56	0.267	6.54	0.00238	0
YKL179C	S000001662	COY1	0.198	0.288	0.301	0.212	0.0895	5.2	6.54	0.00239	0
YER173W	S000000975	RAD24	-0.446	-0.014	0.491	0.0586	0.432	3.65	6.54	0.00239	0
YIL160C	S000001422	POT1	1.21	1.41	-0.902	-1.09	0.193	-0.993	6.53	0.0024	0
YOR211C	S000005737	MGM1	0.345	0.222	-0.0238	0.0987	-0.123	5.53	6.52	0.00242	0
YLR145W	S000004135	RMP1	-0.708	-0.555	0.441	0.289	0.153	2.6	6.51	0.00243	0
YGL130W	S000003098	CEG1	0.0749	0.31	0.295	0.0596	0.235	5.22	6.51	0.00244	0
YOR147W	S000005673	MDM32	0.382	0.307	-0.0543	0.0204	-0.0747	5.49	6.51	0.00245	0
YLR036C	S000004026	NA	-0.88	-0.729	0.186	0.0359	0.15	1.75	6.5	0.00245	0
YHR177W	S000001220	NA	-0.455	-0.0497	0.819	0.413	0.405	2.26	6.5	0.00246	0
YNL215W	S000005159	IES2	-0.478	-0.367	0.268	0.158	0.11	3.98	6.49	0.00247	0
YLR213C	S000004203	CRR1	-0.933	-0.239	0.546	-0.148	0.694	1.73	6.49	0.00247	0
YGL245W	S000003214	GUS1	-0.239	-0.16	0.0396	-0.0399	0.0795	9.38	6.48	0.0025	0
YLR049C	S000004039	NA	0.42	0.232	-0.168	0.0194	-0.188	4.66	6.47	0.00251	0
YDR322C-A	S000007255	TIM11	-0.104	-0.336	-0.285	-0.053	-0.232	5.97	6.46	0.00253	0
YBR136W	S000000340	MEC1	-0.0941	-0.388	-0.309	-0.015	-0.294	4.65	6.46	0.00253	0
YIR016W	S000001455	NA	0.473	-0.154	-0.573	0.053900000000000003	-0.627	3.3	6.46	0.00254	0
YDR444W	S000002852	NA	-0.305	-0.321	0.0538	0.0698	-0.016	4.61	6.46	0.00254	0
YDR086C	S000002493	SSS1	-0.338	-0.173	0.151	-0.0141	0.165	6.2	6.46	0.00255	0
YGL176C	S000003144	NA	-0.408	-0.127	0.167	-0.114	0.281	4.48	6.45	0.00255	0
YIL035C	S000001297	CKA1	-0.152	0.186	0.392	0.0531	0.339	6.49	6.45	0.00256	0
YDR162C	S000002569	NBP2	0.251	0.393	0.326	0.184	0.142	3.84	6.45	0.00256	0
YGR266W	S000003498	NA	0.16	0.294	0.222	0.0878	0.135	6.19	6.44	0.00257	0
YOR247W	S000005773	SRL1	-0.3	0.183	0.433	-0.0507	0.484	9.15	6.44	0.00258	0
YIL152W	S000001414	NA	-0.388	-0.522	-0.382	-0.248	-0.134	2.22	6.43	0.00259	0
YHR090C	S000001132	YNG2	-0.517	-0.347	0.236	0.0657	0.17	3.16	6.43	0.0026	0
YGL016W	S000002984	KAP122	-0.193	-0.264	-0.141	-0.0693	-0.0714	6.94	6.42	0.00261	0
YGL003C	S000002971	CDH1	0.245	0.309	-0.0486	-0.112	0.0634	4.7	6.42	0.00261	0
YDR223W	S000002631	CRF1	0.799	0.771	-0.438	-0.41	-0.0275	0.923	6.42	0.00261	0
YDL127W	S000002285	PCL2	-0.267	-0.433	-0.384	-0.218	-0.166	3.93	6.42	0.00261	0
YER087C-B	S000002128	SBH1	0.28	0.214	-0.0243	0.0417	-0.066	6.65	6.42	0.00263	0
YOL161C	S000005521	PAU20	3.76	3.1	0.299	0.964	-0.666	-2.53	6.41	0.00263	0
YGR183C	S000003415	QCR9	-0.129	-0.476	-0.439	-0.0926	-0.347	5.34	6.41	0.00264	0
YBR157C	S000000361	ICS2	1.61	0.923	-0.374	0.31	-0.684	-0.305	6.41	0.00264	0
YGL136C	S000003104	MRM2	-0.263	-0.298	-0.143	-0.107	-0.0358	4.27	6.39	0.00268	0
YKL042W	S000001525	SPC42	-0.31	0.169	0.593	0.115	0.479	3.74	6.38	0.0027	0
YNL276C	S000005220	NA	-0.905	-1.14	-0.436	-0.198	-0.238	0.249	6.37	0.00271	0
YBR215W	S000000419	HPC2	-0.468	-0.26	0.327	0.119	0.208	4.06	6.37	0.00272	0
YLR092W	S000004082	SUL2	0.769	0.068	-0.239	0.462	-0.701	2.11	6.37	0.00272	0
YOL078W	S000005438	AVO1	-0.37	-0.293	0.0949	0.0177	0.0773	4.27	6.37	0.00272	0
YDR404C	S000002812	RPB7	-0.181	-0.206	-0.105	-0.0791	-0.0255	6.72	6.35	0.00276	0
YDR164C	S000002571	SEC1	-0.222	0.115	0.351	0.0151	0.336	5.7	6.35	0.00276	0
YPL057C	S000005978	SUR1	0.199	-0.105	-0.312	-0.00799	-0.304	6.84	6.33	0.0028	0
YDR311W	S000002719	TFB1	0.292	0.261	0.114	0.144	-0.03	4.81	6.33	0.00281	0
YML047W-A	S000004512	NA	1.56	2.89	0.48	-0.853	1.33	-1.26	6.32	0.00283	0
YNL222W	S000005166	SSU72	0.229	0.404	0.0989	-0.0762	0.175	4.38	6.3	0.00288	0
YDL198C	S000002357	GGC1	-0.0491	0.346	0.418	0.0224	0.395	6.98	6.29	0.00289	0
YLR357W	S000004349	RSC2	-0.0673	0.167	0.304	0.0701	0.234	5.86	6.29	0.00289	0
YER015W	S000000817	FAA2	-0.615	-0.61	0.23	0.225	0.00505	2.29	6.27	0.00293	0
YMR316C-A	S000004933	NA	1.3	0.0322	-1.26	0.00125	-1.26	0.165	6.27	0.00294	0
YEL032W	S000000758	MCM3	-0.256	-0.15	0.128	0.0221	0.105	6.27	6.27	0.00294	0
YBR057C	S000000261	MUM2	-0.169	-0.0189	0.469	0.319	0.15	4.01	6.27	0.00295	0
YOR089C	S000005615	VPS21	0.456	0.219	-0.117	0.12	-0.237	5.15	6.26	0.00297	0
YER133W	S000000935	GLC7	0.338	0.0268	-0.196	0.115	-0.311	7.47	6.26	0.00297	0
YIL013C	S000001275	PDR11	-0.354	-0.457	0.0545	0.158	-0.103	3.53	6.25	0.00299	0
YLL025W	S000003948	PAU17	1.11	2.32	0.237	-0.972	1.21	-0.942	6.24	0.003	0
YBR292C	S000000496	NA	-1.87	-0.585	0.653	-0.629	1.28	-0.416	6.24	0.00301	0
YAR028W	S000000076	NA	0.435	0.368	-0.191	-0.125	-0.0665	3.38	6.23	0.00304	0
YOR222W	S000005748	ODC2	0.11	0.248	0.25	0.112	0.138	6.04	6.22	0.00305	0
YLR170C	S000004160	APS1	-0.253	0.226	0.541	0.062	0.479	3.56	6.22	0.00307	0
YDR267C	S000002675	CIA1	-0.318	-0.151	0.087	-0.0809	0.168	5.2	6.21	0.00308	0
YPR094W	S000006298	RDS3	-0.528	-0.35	0.357	0.179	0.178	2.46	6.21	0.00308	0
YBR288C	S000000492	APM3	-0.234	0.177	0.325	-0.0859	0.411	5.72	6.21	0.00308	0
YLR027C	S000004017	AAT2	-0.304	-0.0636	0.185	-0.0554	0.24	8.74	6.21	0.00308	0
YKR030W	S000001738	GMH1	-0.307	-0.179	0.268	0.14	0.128	5.24	6.21	0.00309	0
YKL217W	S000001700	JEN1	0.824	1.08	-0.331	-0.587	0.256	0.456	6.21	0.00309	0
YHR105W	S000001147	YPT35	0.698	0.589	0.157	0.266	-0.109	2.06	6.2	0.00311	0
YKL198C	S000001681	PTK1	-0.467	-0.16	0.319	0.0123	0.307	4.88	6.19	0.00314	0
YEL017C-A	S000002103	PMP2	-0.675	-0.666	0.098	0.0884	0.00958	5.85	6.17	0.00318	0
YNL218W	S000005162	MGS1	0.357	0.385	0.0552	0.027	0.0283	3.75	6.17	0.00318	0
YNL051W	S000004996	COG5	0.243	0.287	0.177	0.134	0.0435	4.49	6.17	0.00318	0
YKR054C	S000001762	DYN1	-0.314	-0.114	0.141	-0.059	0.2	5.77	6.16	0.00322	0
YMR194C-B	S000028514	CMC4	1.83	1.25	-1.27	-0.7	-0.575	-1.17	6.15	0.00322	0
YMR044W	S000004647	IOC4	0.361	0.286	-0.116	-0.0408	-0.0748	4.81	6.14	0.00326	0
YNR062C	S000005345	NA	-1.81	-2.1	-0.289	-1.97e-4	-0.289	-0.986	6.13	0.00328	0
YGL001C	S000002969	ERG26	-0.176	0.189	0.312	-0.0531	0.365	7.08	6.13	0.00329	0
YBR123C	S000000327	TFC1	-0.211	-0.112	0.33	0.232	0.0989	4.54	6.12	0.00331	0
YPL130W	S000006051	SPO19	-1.7	-1.04	0.505	-0.153	0.658	-0.205	6.12	0.00332	0
YGL195W	S000003163	GCN1	-0.303	-0.265	0.0451	0.0074	0.0378	8.81	6.11	0.00332	0
YML051W	S000004515	GAL80	0.169	0.306	0.022	-0.115	0.137	6.23	6.11	0.00333	0
YLR367W	S000004359	RPS22B	-0.28	0.00223	0.228	-0.0545	0.283	8.35	6.09	0.00338	0
YNL056W	S000005001	OCA2	-0.251	-0.365	-0.0456	0.0684	-0.114	4.2	6.09	0.0034	0
YGR101W	S000003333	PCP1	0.424	0.114	-0.288	0.021	-0.309	5.51	6.08	0.00341	0
YBL074C	S000000170	AAR2	0.416	0.295	-0.301	-0.18	-0.121	2.74	6.06	0.00348	0
YNL063W	S000005007	MTQ1	0.644	0.363	-0.32	-0.0397	-0.281	2.88	6.05	0.0035	0
YDL164C	S000002323	CDC9	-0.247	0.0265	0.34	0.0665	0.274	5.6	6.05	0.00351	0
YDL214C	S000002373	PRR2	0.574	-0.295	-0.728	0.141	-0.869	2.62	6.03	0.00354	0
YKL169C	S000001652	NA	1.52	0.836	-0.713	-0.0291	-0.684	-0.478	6.03	0.00355	0
YHR071C-A	S000028781	NA	-0.778	-2.59	0.243	2.05	-1.81	-1.92	6.02	0.00359	0
YJL214W	S000003750	HXT8	0.466	0.132	-0.35	-0.0153	-0.334	3.26	6.01	0.0036	0
YER074W-A	S000007651	YOS1	0.399	0.229	-0.0444	0.126	-0.17	4.56	6.01	0.00361	0
YGL081W	S000003049	NA	1.38	1.19	-0.565	-0.377	-0.188	0.382	6.01	0.00362	0
YGR006W	S000003238	PRP18	0.485	0.671	0.224	0.0386	0.186	2.43	6.01	0.00362	0
YOR284W	S000005810	HUA2	-0.789	-0.475	0.343	0.0283	0.314	1.66	6.01	0.00362	0
YOL097W-A	S000028854	NA	-0.958	-1.49	0.0133	0.549	-0.535	-0.254	5.99	0.00367	0
YBR110W	S000000314	ALG1	-0.24	0.0022	0.244	0.00163	0.242	6.02	5.97	0.0037200000000000002	0
YLR342W-A	S000028571	NA	-1.07	-1.84	-0.908	-0.14	-0.768	-0.179	5.97	0.00373	0
YJR084W	S000003844	NA	0.251	0.398	0.169	0.0216	0.147	4.14	5.96	0.00375	0
YGR210C	S000003442	NA	-0.115	-0.257	-0.08	0.0617	-0.142	6.69	5.95	0.00377	0
YOL114C	S000005474	PTH4	1.43	0.377	-0.874	0.179	-1.05	0.113	5.95	0.00377	0
YDL107W	S000002265	MSS2	-0.731	-0.474	0.325	0.068	0.257	2.37	5.95	0.00378	0
YGL178W	S000003146	MPT5	0.334	0.0645	-0.323	-0.0537	-0.269	6.65	5.95	0.00378	0
YLR437C	S000004429	DIF1	0.307	0.0585	-0.367	-0.118	-0.248	4.5	5.94	0.00382	0
YPR179C	S000006383	HDA3	0.0212	0.145	0.421	0.297	0.124	4.1	5.94	0.00383	0
YBR207W	S000000411	FTH1	0.289	0.0612	-0.244	-0.0159	-0.228	6.46	5.93	0.00384	0
YBR185C	S000000389	MBA1	0.0651	0.0289	-0.297	-0.261	-0.0362	5.44	5.92	0.00388	0
YGL070C	S000003038	RPB9	-0.416	-0.0613	0.31	-0.0452	0.355	4.53	5.91	0.0039	0
YKL149C	S000001632	DBR1	0.262	0.388	0.109	-0.0169	0.126	4.06	5.91	0.0039	0
YML072C	S000004537	TCB3	0.25	-0.122	-0.346	0.0258	-0.372	9.27	5.91	0.0039	0
YEL030W	S000000756	ECM10	0.618	0.343	0.0443	0.319	-0.275	2.4	5.9	0.00393	0
YLR070C	S000004060	XYL2	0.723	0.447	-0.931	-0.656	-0.275	0.0534	5.9	0.00395	0
YJR140C	S000003901	HIR3	-0.225	-0.168	0.188	0.131	0.057	5.45	5.9	0.00395	0
YLR427W	S000004419	MAG2	0.298	0.0745	-0.024	0.2	-0.224	5.44	5.9	0.00395	0
YDR159W	S000002566	SAC3	-0.151	-0.0415	0.281	0.172	0.109	5.7	5.9	0.00395	0
YHR036W	S000001078	BRL1	-5.94e-4	0.394	0.328	-0.0669	0.395	4.56	5.89	0.00397	0.01
YBR259W	S000000463	NA	-0.561	-0.269	0.439	0.146	0.292	3.18	5.89	0.00398	0.01
YGL077C	S000003045	HNM1	0.278	0.251	-0.0279	-7.37e-4	-0.0272	8.17	5.86	0.00406	0.01
YKL055C	S000001538	OAR1	-0.337	-0.981	-0.273	0.371	-0.645	1.08	5.85	0.00412	0.01
YML097C	S000004563	VPS9	-0.323	-0.0561	0.308	0.0414	0.266	5.21	5.84	0.00414	0.01
YHR056C	S000001098	RSC30	-0.269	-0.151	0.208	0.0902	0.117	6.43	5.83	0.00418	0.01
YIR001C	S000001440	SGN1	-0.0318	0.412	0.364	-0.0798	0.443	4.59	5.83	0.00418	0.01
YPR199C	S000006403	ARR1	0.334	-0.0594	-0.426	-0.033	-0.394	4.01	5.82	0.00422	0.01
YEL068C	S000000794	NA	0.485	0.357	-0.108	0.0204	-0.128	2.82	5.81	0.00425	0.01
YLL009C	S000003932	COX17	0.00202	-0.287	-0.544	-0.255	-0.289	3.8	5.81	0.00425	0.01
YPR176C	S000006380	BET2	-0.364	-0.339	0.0423	0.0174	0.0249	5.35	5.8	0.00427	0.01
YDR376W	S000002784	ARH1	0.196	0.279	0.0141	-0.069	0.0832	5.34	5.79	0.00432	0.01
YHR157W	S000001200	REC104	1.8	0.857	-0.056	0.885	-0.941	-0.184	5.79	0.00432	0.01
YFL054C	S000001840	AQY3	0.29	-0.411	-0.564	0.136	-0.7	3.27	5.79	0.00432	0.01
YCR066W	S000000662	RAD18	0.536	0.409	0.00216	0.129	-0.127	3.62	5.78	0.00434	0.01
YDR179C	S000002586	CSN9	-1.4	-0.731	0.698	0.0314	0.666	-0.109	5.78	0.00435	0.01
YDR343C	S000002751	HXT6	5.72	-0.587	-4.95	1.36	-6.3	-0.633	5.78	0.00435	0.01
YPR171W	S000006375	BSP1	-0.321	0.00449	0.385	0.0593	0.326	4.73	5.77	0.00436	0.01
YOL090W	S000005450	MSH2	0.164	0.234	0.157	0.0862	0.0705	5.92	5.77	0.00438	0.01
YDR534C	S000002942	FIT1	0.479	-0.155	-0.653	-0.0196	-0.633	2.59	5.77	0.00438	0.01
YGL108C	S000003076	NA	-0.7	-0.394	0.566	0.26	0.306	2.44	5.77	0.00439	0.01
YFL041W	S000001853	FET5	0.162	-0.118	-0.301	-0.021	-0.28	6.49	5.75	0.00443	0.01
YLR016C	S000004006	PML1	-0.343	-0.323	0.034	0.015	0.0191	3.73	5.75	0.00444	0.01
YPL220W	S000006141	RPL1A	-2.92	-1.61	1.18	-0.12	1.3	1.21	5.75	0.00446	0.01
YKL160W	S000001643	ELF1	-0.306	-0.213	0.183	0.0907	0.0927	5.79	5.74	0.00448	0.01
YGR171C	S000003403	MSM1	0.268	0.313	0.0262	-0.0192	0.0454	4.74	5.73	0.00452	0.01
YLR317W	S000004309	NA	0.76	0.101	-0.607	0.0522	-0.659	2.34	5.72	0.00456	0.01
YNR037C	S000005320	RSM19	-0.452	-0.176	0.132	-0.143	0.276	3.76	5.72	0.00456	0.01
YBL034C	S000000130	STU1	-0.158	0.0719	0.306	0.0763	0.23	5.64	5.72	0.00457	0.01
YER153C	S000000955	PET122	-1.17	-1.21	0.0697	0.116	-0.0459	0.217	5.72	0.00457	0.01
YOL049W	S000005409	GSH2	0.18	0.194	0.119	0.105	0.0137	7.11	5.71	0.00461	0.01
YBR188C	S000000392	NTC20	-0.464	-0.133	0.533	0.201	0.331	2.7	5.7	0.00462	0.01
YHR051W	S000001093	COX6	0.198	0.0308	-0.217	-0.0491	-0.168	7.27	5.69	0.00467	0.01
YCR086W	S000000682	CSM1	-0.328	0.335	0.557	-0.106	0.664	3.04	5.68	0.00473	0.01
YMR223W	S000004836	UBP8	-0.229	-0.252	-0.0612	-0.0379	-0.0233	5.15	5.67	0.00473	0.01
YFL066C	S000001828	NA	-0.318	-0.909	-0.331	0.26	-0.591	4.12	5.67	0.00475	0.01
YAL058W	S000000054	CNE1	-0.37	-0.149	0.184	-0.0369	0.221	4.68	5.67	0.00476	0.01
YKL074C	S000001557	MUD2	-0.317	-0.298	0.0518	0.0329	0.019	4.54	5.66	0.00478	0.01
YLR453C	S000004445	RIF2	0.482	0.58	0.0663	-0.0323	0.0986	2.11	5.66	0.00479	0.01
YJL222W	S000003758	VTH2	0.313	0.0871	-0.17	0.0555	-0.226	6.19	5.64	0.00488	0.01
YLR376C	S000004368	PSY3	-0.0385	0.946	0.708	-0.276	0.984	1.2	5.63	0.00489	0.01
YIL112W	S000001374	HOS4	-0.237	-0.154	0.359	0.276	0.0823	4.72	5.63	0.0049	0.01
YOL003C	S000005363	PFA4	0.286	0.253	-0.0941	-0.0604	-0.0338	4.86	5.63	0.00491	0.01
YMR052W	S000004656	FAR3	0.431	0.914	0.509	0.0264	0.483	1.87	5.61	0.00498	0.01
YHR165C	S000001208	PRP8	-0.133	-0.199	-0.107	-0.0404	-0.0666	7.1	5.59	0.00505	0.01
YNL035C	S000004980	NA	-0.0564	0.368	0.337	-0.0872	0.424	4.73	5.59	0.00506	0.01
YKR101W	S000001809	SIR1	0.73	0.346	-0.135	0.249	-0.383	2.57	5.59	0.00507	0.01
YOR079C	S000005605	ATX2	-0.278	-0.196	-0.051	-0.133	0.0822	5.07	5.56	0.00518	0.01
YAR031W	S000000078	PRM9	0.148	0.189	0.285	0.245	0.0407	3.79	5.56	0.00518	0.01
YLR418C	S000004410	CDC73	0.0665	0.33	0.227	-0.0369	0.264	5.57	5.56	0.00519	0.01
YOR123C	S000005649	LEO1	-0.321	-0.368	0.252	0.299	-0.0469	5.13	5.55	0.00524	0.01
YOR384W	S000005911	FRE5	0.359	-0.759	-1.43	-0.315	-1.12	0.896	5.54	0.00528	0.01
YMR033W	S000004636	ARP9	-0.178	0.202	0.345	-0.0349	0.38	6.12	5.53	0.00531	0.01
YML129C	S000004598	COX14	0.535	0.18	-0.521	-0.166	-0.355	2.41	5.53	0.00533	0.01
YLR451W	S000004443	LEU3	-0.148	-0.249	0.0305	0.132	-0.101	5.23	5.52	0.00536	0.01
YOR307C	S000005834	SLY41	0.04	0.226	0.19	0.00326	0.186	6.09	5.52	0.00538	0.01
YNL094W	S000005038	APP1	0.22	0.179	0.0512	0.092	-0.0407	5.64	5.51	0.00539	0.01
YOL008W	S000005368	COQ10	0.309	0.194	-0.255	-0.141	-0.115	4.18	5.49	0.00549	0.01
YGR043C	S000003275	NQM1	2.77	0.106	-1.48	1.18	-2.67	-1.21	5.49	0.0055	0.01
YHR142W	S000001184	CHS7	0.161	0.273	0.0102	-0.101	0.111	6.71	5.49	0.00551	0.01
YOR198C	S000005724	BFR1	-0.013	0.344	0.396	0.0389	0.357	8.75	5.49	0.00551	0.01
YNL053W	S000004998	MSG5	0.232	0.307	0.0832	0.00804	0.0752	4.2	5.49	0.00552	0.01
YKL175W	S000001658	ZRT3	-0.1	-0.294	-0.212	-0.0184	-0.193	7.09	5.47	0.00558	0.01
YGL110C	S000003078	CUE3	0.305	0.278	0.064	0.0914	-0.0274	4.66	5.46	0.00562	0.01
YKR065C	S000001773	PAM17	0.218	0.29	-0.121	-0.193	0.072	6.32	5.46	0.00563	0.01
YPL064C	S000005985	CWC27	-0.458	0.0946	0.504	-0.0489	0.553	3.92	5.46	0.00564	0.01
YDR285W	S000002693	ZIP1	0.463	0.45	0.413	0.425	-0.0124	1.61	5.45	0.00569	0.01
YNR032W	S000005315	PPG1	0.398	0.233	-0.211	-0.0457	-0.166	4.53	5.45	0.00569	0.01
YNL070W	S000005014	TOM7	-0.623	-0.372	0.141	-0.11	0.251	5.47	5.45	0.00569	0.01
YHR069C-A	S000028779	NA	2.14	1.6	-0.797	-0.253	-0.544	-1.23	5.45	0.00571	0.01
YPL107W	S000006028	NA	-0.388	-0.457	0.251	0.32	-0.0691	2.75	5.44	0.00574	0.01
YDL059C	S000002217	RAD59	0.295	0.903	0.429	-0.179	0.608	1.55	5.42	0.00582	0.01
YLR227C	S000004217	ADY4	0.582	0.504	0.127	0.205	-0.0773	3.08	5.41	0.00586	0.01
YOR201C	S000005727	MRM1	-0.279	-0.0319	0.0315	-0.215	0.247	4.96	5.39	0.00596	0.01
YKL221W	S000001704	MCH2	2.1	2.02	-0.893	-0.813	-0.0791	-1.76	5.39	0.00597	0.01
YPL175W	S000006096	SPT14	-0.316	-0.214	0.102	-1.5e-5	0.102	4.86	5.39	0.00599	0.01
YJL205C	S000003742	NCE101	1.02	0.562	-0.668	-0.208	-0.46	1.19	5.37	0.00606	0.01
YBR205W	S000000409	KTR3	-0.19	-0.167	-0.0403	-0.0642	0.0239	6.95	5.37	0.00607	0.01
YJL063C	S000003599	MRPL8	-0.0655	-0.21	-0.271	-0.127	-0.145	5.07	5.37	0.00609	0.01
YGR271W	S000003503	SLH1	0.185	0.257	0.0247	-0.0476	0.0723	5.93	5.37	0.0061	0.01
YDR448W	S000002856	ADA2	-0.307	-0.0701	0.366	0.129	0.237	3.82	5.36	0.00612	0.01
YGL155W	S000003123	CDC43	-0.273	0.0601	0.255	-0.0779	0.333	5.43	5.35	0.00617	0.01
YGL177W	S000003145	NA	1.44	2.17	-0.359	-1.09	0.729	-1.17	5.35	0.00619	0.01
YIL039W	S000001301	TED1	-0.0591	0.176	0.233	-0.0016	0.235	7.14	5.33	0.00626	0.01
YGL194C-A	S000087160	NA	1	1	-0.243	-0.241	-0.00176	0.326	5.33	0.00628	0.01
