ORF	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SGD
YJL082W	IML2	739.7347563983842	-0.4667960793959337	0.12268003412581796	-3.804988176944896	1.4181096426942795e-4	9.259712440449756e-4	S000003618
YDL060W	TSR1	1360.9938124579999	0.7401206540454678	0.14536447832839974	5.091482200853955	3.552752285364522e-7	4.126771352958542e-6	S000002218
YKR095W-A	PCC1	107.59694452219237	0.5125045879273327	0.2549207814794517	2.010446480482973	0.04438395525322885	0.1206025115677393	S000028512
YLR388W	RPS29A	2100.087757729213	0.3580731817022638	0.30851076566929087	1.160650523573954	0.24578405005322548	0.4193620423062925	S000004380
YKR045C	NA	63.75217939157529	-0.21710265447758362	0.2990000817575731	-0.7260956358319953	0.46778014424762987	0.6459215511084121	S000001753
YKL190W	CNB1	624.070975866395	0.11197110404404774	0.12007617087393649	0.9325006221392756	0.35107786531016927	0.5370774853806181	S000001673
YDR087C	RRP1	583.1519600818666	0.5468490120523603	0.19515976800828497	2.802058116963663	0.005077772533489381	0.02065646684752337	S000002494
YOR012W	NA	22.668005583339056	-0.29799226392377237	0.4532721739215404	-0.6574245697582876	0.5109079576343614	0.6805976785198679	S000005538
YLL036C	PRP19	698.3587132431041	0.15762248666243012	0.1257195608982146	1.2537626248157585	0.20992829782419695	0.37622470206172626	S000003959
YHR192W	LNP1	316.69891030169515	-0.05804026174433401	0.1481847521281266	-0.3916749929449558	0.6952983694442669	0.8163579810154831	S000001235
YGR162W	TIF4631	4722.007438805152	0.7114042569689529	0.12288611880664108	5.789134394327594	7.075007384635989e-9	1.0439814046305389e-7	S000003394
YDL194W	SNF3	395.0570833597082	-0.6016599028462409	0.13352393336973212	-4.506007931778231	6.605861906538869e-6	5.857753255293616e-5	S000002353
YPL172C	COX10	407.8151092040763	-0.4224533767692598	0.14957123602711925	-2.8244292685571137	0.004736490122880977	0.019436895964114492	S000006093
YDR255C	RMD5	211.87681610129872	-0.14183123234318162	0.19078200243884275	-0.7434203988326791	0.4572271979987353	0.6367742507402897	S000002663
YPL152W	RRD2	595.3665753138292	-0.26414785598300244	0.14978212348295136	-1.7635472768088278	0.07780823097838209	0.18566972604433962	S000006073
YLR248W	RCK2	2551.7904019216367	-0.610984563639742	0.1387268502470052	-4.404227174133017	1.0616165060827065e-5	8.948137926832048e-5	S000004238
YDR138W	HPR1	730.5066235615609	0.019006314374671752	0.1227312446345019	0.15486125339373236	0.8769307003826392	0.9310867606328984	S000002545
YKL142W	MRP8	1095.9886663371956	-1.0760263989671077	0.13781601784737246	-7.807702005718799	5.824008538340012e-15	1.7892118034178988e-13	S000001625
YLR349W	NA	21.761267971733517	-1.8001517103137803	0.7554491125755597	-2.3828894366908533	0.017177352512565334	0.05694049282172306	S000004341
YOR165W	SEY1	1518.6106788184845	0.017124422187556502	0.0808059831570509	0.21192022568767266	0.8321692711342471	0.9053606880492614	S000005691
YAR018C	KIN3	247.7610905491642	0.24590436484154712	0.15484144932198843	1.5881042570855555	0.11226276584727787	0.2410753815377765	S000000071
YPL132W	COX11	352.51919171601907	-0.2761573696465806	0.15151084469579673	-1.822690449657574	0.06835028757918135	0.16853741963603402	S000006053
YBR275C	RIF1	485.9912535240701	0.4666624947921039	0.17395290272579855	2.6826944964965755	0.007303167135478774	0.028277138867535582	S000000479
YFR028C	CDC14	1135.6132072196988	0.3474090305518507	0.08948760562294533	3.882202771360912	1.0351450336074394e-4	7.079266478889771e-4	S000001924
