ORF	SGD	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
YMR013C	S000004615	SEC59	-0.083	6.15	-0.659	0.517	0.67	-7.54
YMR001C-A	S000028691	NA	0.433	-1	0.66	0.516	0.67	-5.76
YDL061C	S000002219	RPS29B	0.102	7.82	0.66	0.516	0.67	-7.65
YDR415C	S000002823	NA	-0.0917	5.23	-0.66	0.516	0.67	-7.44
YML062C	S000004527	MFT1	0.159	3.31	0.66	0.516	0.67	-6.99
YLR144C	S000004134	ACF2	0.0705	5.92	0.66	0.516	0.67	-7.55
YMR231W	S000004844	PEP5	0.0722	5.6	0.66	0.516	0.67	-7.5
YER137C	S000000939	NA	0.241	1.8	0.661	0.515	0.67	-6.47
YOR390W	S000005917	FEX1	-0.145	4.62	-0.661	0.515	0.67	-7.33
YNL158W	S000005102	PGA1	0.115	4.04	0.664	0.514	0.67	-7.18
YER060W-A	S000002958	FCY22	0.138	4.61	0.664	0.513	0.67	-7.16
YMR228W	S000004841	MTF1	0.102	4.28	0.665	0.513	0.67	-7.25
YAR007C	S000000065	RFA1	0.0804	6.45	0.665	0.513	0.67	-7.6
YOR248W	S000005774	NA	0.302	1.51	0.665	0.513	0.67	-6.41
YML029W	S000004491	USA1	-0.0806	6.01	-0.668	0.511	0.67	-7.54
YKR035C	S000001743	OPI8	-0.404	-0.216	-0.668	0.511	0.67	-5.92
YHL029C	S000001021	OCA5	0.0777	6.31	0.668	0.511	0.67	-7.59
YNL131W	S000005075	TOM22	-0.0653	6.86	-0.668	0.511	0.67	-7.63
YML082W	S000004547	NA	-0.0838	5.24	-0.668	0.511	0.67	-7.44
YOL027C	S000005387	MDM38	0.0881	6.25	0.668	0.511	0.67	-7.59
YMR267W	S000004880	PPA2	0.0882	4.72	0.67	0.51	0.67	-7.35
YLR362W	S000004354	STE11	-0.121	4.31	-0.671	0.509	0.67	-7.24
YML081W	S000004546	TDA9	0.0735	6.33	0.671	0.509	0.67	-7.58
YOR011W	S000005537	AUS1	-0.17	3.19	-0.671	0.509	0.67	-6.92
YLR417W	S000004409	VPS36	-0.114	4.04	-0.673	0.508	0.67	-7.17
YDR318W	S000002726	MCM21	0.144	2.83	0.673	0.508	0.67	-6.83
YOR074C	S000005600	CDC21	0.109	4.28	0.674	0.507	0.67	-7.24
YJL011C	S000003548	RPC17	0.132	3.95	0.676	0.506	0.66	-7.13
YBR295W	S000000499	PCA1	0.0982	4.31	0.676	0.506	0.66	-7.25
YNL183C	S000005127	NPR1	-0.0756	6.05	-0.676	0.506	0.66	-7.54
YEL075W-A	S000002956	NA	-0.497	0.957	-0.678	0.505	0.66	-6.22
YOR021C	S000005547	SFM1	0.088	5.54	0.678	0.505	0.66	-7.39
YLR361C	S000004353	DCR2	-0.0734	5.21	-0.678	0.504	0.66	-7.43
YLR361C-A	S000028845	NA	-0.197	2.03	-0.679	0.504	0.66	-6.57
YGR203W	S000003435	YCH1	-0.261	2.62	-0.679	0.504	0.66	-6.73
YNR070W	S000005353	PDR18	0.247	1.31	0.679	0.504	0.66	-6.34
YCL024W	S000000529	KCC4	0.157	3.42	0.68	0.503	0.66	-7
YIL102C-A	S000113587	NA	0.179	2.03	0.68	0.503	0.66	-6.57
YJR083C	S000003843	ACF4	0.153	3.21	0.68	0.503	0.66	-6.95
YGL023C	S000002991	PIB2	0.11	5.15	0.68	0.503	0.66	-7.43
YDL047W	S000002205	SIT4	-0.0669	6.17	-0.681	0.503	0.66	-7.57
YDL190C	S000002349	UFD2	0.0694	7.08	0.681	0.503	0.66	-7.62
YNL310C	S000005254	ZIM17	0.105	4.31	0.681	0.503	0.66	-7.24
YLR131C	S000004121	ACE2	-0.0818	5.09	-0.682	0.502	0.66	-7.41
YPR085C	S000006289	ASA1	-0.129	3.82	-0.682	0.502	0.66	-7.12
YDR217C	S000002625	RAD9	0.124	3.98	0.682	0.502	0.66	-7.14
YDR197W	S000002605	CBS2	-0.0929	5.19	-0.683	0.502	0.66	-7.43
YKR088C	S000001796	TVP38	-0.0926	6.34	-0.685	0.5	0.66	-7.58
YPL134C	S000006055	ODC1	-0.134	3.13	-0.685	0.5	0.66	-6.92
YLR193C	S000004183	UPS1	-0.11	3.88	-0.686	0.5	0.66	-7.13
YIR004W	S000001443	DJP1	0.102	4.88	0.687	0.499	0.66	-7.36
YDL133W	S000002291	SRF1	0.0861	4.9	0.687	0.499	0.66	-7.36
YBR020W	S000000224	GAL1	-0.239	1.78	-0.687	0.499	0.66	-6.35
YDR090C	S000002497	NA	0.109	4.43	0.688	0.499	0.66	-7.26
YIR024C	S000001463	INA22	-0.166	2.55	-0.688	0.499	0.66	-6.74
YKL108W	S000001591	SLD2	0.17	2.93	0.688	0.499	0.66	-6.86
YOR070C	S000005596	GYP1	-0.0978	4.92	-0.689	0.498	0.66	-7.36
YPL067C	S000005988	NA	-0.256	1.73	-0.689	0.498	0.66	-6.38
YGL127C	S000003095	SOH1	-0.122	3.98	-0.689	0.498	0.66	-7.12
YOR372C	S000005899	NDD1	0.0957	4.93	0.69	0.497	0.66	-7.37
YPL051W	S000005972	ARL3	0.132	3.25	0.691	0.497	0.66	-6.95
YNL315C	S000005259	ATP11	0.0833	5.19	0.691	0.496	0.66	-7.42
YER058W	S000000860	PET117	0.22	1.98	0.692	0.496	0.66	-6.54
YLL031C	S000003954	GPI13	0.0757	7.35	0.692	0.496	0.66	-7.63
YGR179C	S000003411	OKP1	0.167	3.18	0.693	0.495	0.66	-6.93
YJL207C	S000003743	LAA1	-0.0699	6.87	-0.695	0.494	0.66	-7.61
YNR044W	S000005327	AGA1	-0.135	4.53	-0.694	0.495	0.66	-7.26
YDR264C	S000002672	AKR1	-0.0661	6.99	-0.694	0.495	0.66	-7.61
YNL267W	S000005211	PIK1	0.0828	6.43	0.694	0.495	0.66	-7.58
YKL204W	S000001687	EAP1	0.0851	6.21	0.694	0.495	0.66	-7.56
YLR284C	S000004274	ECI1	0.184	2.13	0.694	0.495	0.66	-6.58
YPR179C	S000006383	HDA3	0.124	4.1	0.694	0.495	0.66	-7.18
YHR011W	S000001053	DIA4	0.149	3.58	0.694	0.495	0.66	-7.02
YEL062W	S000000788	NPR2	0.101	4.63	0.696	0.494	0.66	-7.28
YDR497C	S000002905	ITR1	-0.0695	8.47	-0.695	0.494	0.66	-7.61
YHR031C	S000001073	RRM3	-0.101	3.76	-0.696	0.493	0.65	-7
YLL042C	S000003965	ATG10	0.229	1.58	0.697	0.493	0.65	-6.38
YNL229C	S000005173	URE2	-0.0972	5.53	-0.698	0.492	0.65	-7.48
YDR400W	S000002808	URH1	-0.0783	7.35	-0.698	0.492	0.65	-7.53
YIL063C	S000001325	YRB2	-0.162	4.22	-0.699	0.492	0.65	-7.2
YKL043W	S000001526	PHD1	0.12	3.85	0.701	0.491	0.65	-7.09
YMR306W	S000004923	FKS3	-0.192	2.82	-0.7	0.491	0.65	-6.81
YMR218C	S000004831	TRS130	-0.0739	5.86	-0.7	0.491	0.65	-7.51
YHR038W	S000001080	RRF1	0.152	3.18	0.7	0.491	0.65	-6.93
YDL178W	S000002337	DLD2	0.0741	6.37	0.7	0.491	0.65	-7.58
YDL065C	S000002223	PEX19	0.16	4.2	0.7	0.491	0.65	-7.2
YNR045W	S000005328	PET494	-0.152	3.8	-0.7	0.491	0.65	-7.08
YNR041C	S000005324	COQ2	-0.126	5.63	-0.7	0.491	0.65	-7.48
YDR265W	S000002673	PEX10	-0.142	3.64	-0.699	0.491	0.65	-7.02
YPR101W	S000006305	SNT309	0.171	3.56	0.699	0.492	0.65	-7.04
YOR066W	S000005592	MSA1	-0.107	4.55	-0.699	0.492	0.65	-7.29
YDR334W	S000002742	SWR1	-0.084	5.98	-0.701	0.49	0.65	-7.54
YPL054W	S000005975	LEE1	-0.584	-2.27	-0.703	0.49	0.65	-5.53
YJL217W	S000003753	REE1	-0.132	4.94	-0.703	0.489	0.65	-7.37
YDR504C	S000002912	SPG3	0.27	2.86	0.703	0.489	0.65	-6.72
YDL133C-A	S000002293	RPL41B	0.342	3.85	0.704	0.489	0.65	-7.11
YOL008W	S000005368	COQ10	-0.115	4.18	-0.705	0.488	0.65	-7.19
YDR235W	S000002643	PRP42	0.105	4.88	0.705	0.488	0.65	-7.34
YPL171C	S000006092	OYE3	0.608	-1.09	0.706	0.487	0.65	-5.69
YOL164W	S000005524	BDS1	-0.133	3.39	-0.707	0.487	0.65	-6.98
YNL133C	S000005077	FYV6	-0.329	0.735	-0.707	0.487	0.65	-6.15
YPR189W	S000006393	SKI3	0.0786	5.92	0.708	0.486	0.65	-7.52
YOR194C	S000005720	TOA1	-0.145	4.96	-0.708	0.486	0.65	-7.37
YMR198W	S000004811	CIK1	0.122	3.58	0.709	0.486	0.65	-7.03
YKL110C	S000001593	KTI12	0.118	4.68	0.71	0.485	0.65	-7.25
YKR007W	S000001715	MEH1	0.134	4	0.71	0.485	0.65	-7.13
YIR019C	S000001458	FLO11	0.283	4.63	0.71	0.485	0.65	-7.25
YPL116W	S000006037	HOS3	-0.0875	5.78	-0.711	0.484	0.65	-7.5
YGR253C	S000003485	PUP2	0.0762	6.29	0.712	0.484	0.65	-7.55
YDR079W	S000002486	PET100	-0.112	3.53	-0.713	0.483	0.65	-7.02
YNL323W	S000005267	LEM3	-0.0822	5.43	-0.713	0.483	0.65	-7.45
YGL117W	S000003085	NA	0.269	3.19	0.713	0.483	0.65	-6.66
YCL029C	S000000534	BIK1	-0.159	4.01	-0.715	0.482	0.65	-7.13
YLR010C	S000004000	TEN1	-0.217	2.04	-0.715	0.482	0.65	-6.43
YPR168W	S000006372	NUT2	0.174	2.11	0.715	0.482	0.65	-6.57
YDR376W	S000002784	ARH1	0.0832	5.34	0.714	0.482	0.65	-7.43
YDL067C	S000002225	COX9	-0.182	4.77	-0.714	0.482	0.65	-7.33
YNL027W	S000004972	CRZ1	0.094	4.94	0.714	0.482	0.65	-7.36
YBR246W	S000000450	RRT2	0.067	6.06	0.714	0.483	0.65	-7.54
YLR273C	S000004263	PIG1	-0.194	2.72	-0.714	0.483	0.65	-6.73
YOR353C	S000005880	SOG2	-0.106	4.89	-0.714	0.483	0.65	-7.35
YMR065W	S000004669	KAR5	-0.19	2.42	-0.716	0.482	0.65	-6.67
YIL084C	S000001346	SDS3	-0.13	3.45	-0.715	0.482	0.65	-6.98
YJL196C	S000003732	ELO1	-0.128	7.13	-0.716	0.481	0.65	-7.61
YOR262W	S000005788	GPN2	-0.119	4.49	-0.716	0.481	0.65	-7.21
YOR104W	S000005630	PIN2	0.143	3.07	0.716	0.481	0.65	-6.86
YML055W	S000004519	SPC2	-0.0866	5.54	-0.716	0.481	0.65	-7.46
YJR135W-A	S000007348	TIM8	0.127	4.53	0.717	0.481	0.65	-7.27
YIL024C	S000001286	NA	-0.126	3.42	-0.718	0.48	0.65	-6.94
YGR047C	S000003279	TFC4	0.106	4.69	0.721	0.478	0.64	-7.3
YOR107W	S000005633	RGS2	0.23	2.29	0.721	0.478	0.64	-6.52
YOL138C	S000005498	RTC1	-0.0857	4.75	-0.721	0.478	0.64	-7.32
YPL007C	S000005928	TFC8	0.109	4.23	0.722	0.478	0.64	-7.18
YDL091C	S000002249	UBX3	0.0983	4.41	0.722	0.478	0.64	-7.19
YJL025W	S000003562	RRN7	0.0975	4.63	0.723	0.477	0.64	-7.26
YJR048W	S000003809	CYC1	0.067	8.36	0.724	0.477	0.64	-7.59
YLR244C	S000004234	MAP1	0.0762	7.25	0.723	0.477	0.64	-7.6
YDR229W	S000002637	IVY1	-0.146	3.95	-0.725	0.476	0.64	-7.12
YLR136C	S000004126	TIS11	-0.198	2.84	-0.725	0.476	0.64	-6.8
YJL192C	S000003728	SOP4	0.0759	6.76	0.726	0.475	0.64	-7.58
YDL228C	S000002387	NA	0.423	1.13	0.727	0.475	0.64	-6.19
YJL024C	S000003561	APS3	0.11	4.26	0.728	0.474	0.64	-7.2
YIL015W	S000001277	BAR1	-0.433	0.11	-0.729	0.473	0.64	-5.89
YKR028W	S000001736	SAP190	0.0628	6.96	0.73	0.473	0.64	-7.59
YDL085C-A	S000007588	NA	0.172	3.39	0.731	0.472	0.64	-6.96
YNL188W	S000005132	KAR1	0.186	3.07	0.731	0.472	0.64	-6.86
YDL161W	S000002320	ENT1	0.137	5.19	0.731	0.472	0.64	-7.39
YIL037C	S000001299	PRM2	0.676	-1.83	0.732	0.472	0.64	-5.52
YDR255C	S000002663	RMD5	-0.147	3.53	-0.732	0.472	0.64	-6.85
YML001W	S000004460	YPT7	0.0782	6.41	0.732	0.471	0.64	-7.54
YPR178W	S000006382	PRP4	-0.114	3.84	-0.733	0.471	0.64	-7.08
YDR162C	S000002569	NBP2	0.142	3.84	0.735	0.47	0.64	-7.08
YNR063W	S000005346	NA	0.187	2.32	0.734	0.47	0.64	-6.59
YGL141W	S000003109	HUL5	-0.0864	5.37	-0.734	0.47	0.64	-7.37
YDR191W	S000002599	HST4	-0.149	2.97	-0.736	0.469	0.63	-6.81
YBR146W	S000000350	MRPS9	-0.0884	6.21	-0.737	0.469	0.63	-7.54
YHL018W	S000001010	NA	-0.302	0.771	-0.738	0.468	0.63	-6.14
YJL039C	S000003576	NUP192	0.0782	7.96	0.738	0.468	0.63	-7.59
YAL001C	S000000001	TFC3	-0.0953	5.19	-0.739	0.468	0.63	-7.37
YLR154W-F	S000028843	NA	-0.382	0.87	-0.739	0.468	0.63	-6.17
YHR165C	S000001208	PRP8	-0.0666	7.1	-0.738	0.468	0.63	-7.59
YJL221C	S000003757	IMA4	-0.495	0.702	-0.738	0.468	0.63	-6.08
YLR326W	S000004318	NA	-0.16	3.05	-0.74	0.467	0.63	-6.81
YER134C	S000000936	NA	0.1	4.56	0.74	0.467	0.63	-7.26
YGL228W	S000003197	SHE10	0.0789	6.69	0.741	0.467	0.63	-7.57
YPL137C	S000006058	GIP3	0.076	6.68	0.741	0.466	0.63	-7.57
YBL089W	S000000185	AVT5	-0.0918	5.36	-0.742	0.466	0.63	-7.42
YGL188C	S000003156	NA	-0.187	3.58	-0.743	0.465	0.63	-7.01
YCL055W	S000000560	KAR4	0.109	4.01	0.743	0.465	0.63	-7.09
YPR036W-A	S000028425	SPO24	-0.14	6.02	-0.743	0.465	0.63	-7.14
YGL238W	S000003207	CSE1	0.0771	8.14	0.745	0.464	0.63	-7.58
YFR001W	S000001897	LOC1	0.211	4.33	0.745	0.464	0.63	-6.99
YOL067C	S000005428	RTG1	0.148	3.28	0.746	0.464	0.63	-6.9
YPR094W	S000006298	RDS3	0.178	2.46	0.746	0.464	0.63	-6.66
YIL061C	S000001323	SNP1	0.138	3.83	0.746	0.464	0.63	-7.08
YNL243W	S000005187	SLA2	-0.0712	6.94	-0.745	0.464	0.63	-7.57
YNL109W	S000005053	NA	-0.673	-1.13	-0.746	0.463	0.63	-5.67
YGL251C	S000003220	HFM1	0.211	2.03	0.747	0.463	0.63	-6.52
YML065W	S000004530	ORC1	-0.111	4.95	-0.747	0.463	0.63	-7.32
YNL306W	S000005250	MRPS18	-0.0837	5.79	-0.748	0.462	0.63	-7.48
YMR257C	S000004870	PET111	-0.11	4.67	-0.749	0.462	0.63	-7.28
YGL160W	S000003128	AIM14	-0.0798	6.65	-0.749	0.462	0.63	-7.54
YMR061W	S000004665	RNA14	0.0849	6.36	0.748	0.462	0.63	-7.54
YOL056W	S000005417	GPM3	0.122	4.2	0.748	0.462	0.63	-7.16
YNL317W	S000005261	PFS2	0.101	4.7	0.748	0.462	0.63	-7.28
YER039C	S000000841	HVG1	0.226	2.75	0.748	0.462	0.63	-6.61
YDR146C	S000002553	SWI5	0.122	4.37	0.748	0.462	0.63	-7.19
YKL086W	S000001569	SRX1	-0.461	-0.766	-0.75	0.461	0.63	-5.76
YEL018W	S000000744	EAF5	0.208	2.98	0.75	0.461	0.63	-6.82
YER090W	S000000892	TRP2	0.0709	6.65	0.75	0.461	0.63	-7.56
YPL175W	S000006096	SPT14	0.102	4.86	0.751	0.461	0.63	-7.32
YMR018W	S000004620	PEX9	0.421	0.0973	0.751	0.46	0.63	-5.94
YDR139C	S000002546	RUB1	-0.153	3.79	-0.752	0.46	0.63	-7.06
YKL027W	S000001510	TCD2	0.0877	6.06	0.752	0.46	0.63	-7.51
YGL177W	S000003145	NA	0.729	-1.17	0.753	0.459	0.63	-5.63
YHR188C	S000001231	GPI16	-0.108	7.45	-0.753	0.459	0.63	-7.58
YIL165C	S000001427	NA	0.348	0.76	0.754	0.459	0.63	-6.13
YOR061W	S000005587	CKA2	0.0836	6.27	0.754	0.458	0.63	-7.53
YBL109W	S000002150	NA	-0.514	-0.329	-0.757	0.457	0.63	-5.83
YMR055C	S000004659	BUB2	-0.139	3.28	-0.757	0.457	0.62	-6.92
YNL106C	S000005050	INP52	0.0899	5.2	0.757	0.457	0.62	-7.34
YLR146C	S000004136	SPE4	0.115	5.23	0.757	0.457	0.62	-7.35
YEL031W	S000000757	SPF1	-0.0928	10.4	-0.76	0.455	0.62	-7.48
YNL230C	S000005174	ELA1	-0.14	3.28	-0.761	0.455	0.62	-6.91
YOR103C	S000005629	OST2	-0.1	6.04	-0.76	0.455	0.62	-7.48
YDL130W	S000002288	RPP1B	0.116	9.67	0.761	0.455	0.62	-7.52
YBL103C	S000000199	RTG3	0.119	4.47	0.762	0.454	0.62	-7.22
YFR009W	S000001905	GCN20	0.0764	7.62	0.762	0.454	0.62	-7.58
YOL156W	S000005516	HXT11	-0.84	-1.61	-0.763	0.454	0.62	-5.52
YDR536W	S000002944	STL1	-0.591	-0.64	-0.762	0.454	0.62	-5.78
YDR011W	S000002418	SNQ2	-0.0767	8.2	-0.762	0.454	0.62	-7.55
YDR363W	S000002771	ESC2	0.145	3.33	0.763	0.453	0.62	-6.92
YOR348C	S000005875	PUT4	-0.348	1.42	-0.763	0.453	0.62	-6.26
YGR138C	S000003370	TPO2	-0.136	5.54	-0.765	0.452	0.62	-7.43
YPL013C	S000005934	MRPS16	-0.133	4.21	-0.765	0.452	0.62	-7.15
YBR233W	S000000437	PBP2	-0.113	4.55	-0.767	0.451	0.62	-7.2
YKL006C-A	S000002101	SFT1	0.161	3.51	0.767	0.451	0.62	-6.97
YCR039C	S000000635	MATALPHA2	-0.192	3.67	-0.768	0.451	0.62	-7.01
YPL135W	S000006056	ISU1	0.086	6.58	0.769	0.45	0.62	-7.53
YOL065C	S000005426	INP54	-0.133	4.02	-0.769	0.45	0.62	-7.1
YIL042C	S000001304	PKP1	0.176	2.61	0.769	0.45	0.62	-6.69
YDR520C	S000002928	URC2	-0.106	4.62	-0.77	0.449	0.62	-7.25
YDL090C	S000002248	RAM1	0.121	4.07	0.77	0.449	0.62	-7.12
YCR025C	S000000620	NA	0.348	0.798	0.77	0.449	0.62	-6.12
YFR042W	S000001938	KEG1	-0.126	4.92	-0.772	0.448	0.62	-7.26
YPR018W	S000006222	RLF2	0.179	3.8	0.771	0.448	0.62	-7.04
YGL049C	S000003017	TIF4632	-0.103	6.22	-0.771	0.449	0.62	-7.51
YGR011W	S000003243	NA	-0.395	0.379	-0.771	0.449	0.62	-6.01
YPR025C	S000006229	CCL1	0.126	4.58	0.771	0.449	0.62	-7.23
YPL149W	S000006070	ATG5	0.114	3.99	0.772	0.448	0.62	-7.08
YNL056W	S000005001	OCA2	-0.114	4.2	-0.773	0.448	0.62	-7.15
YMR047C	S000004650	NUP116	-0.0811	6.84	-0.774	0.447	0.62	-7.55
YDR294C	S000002702	DPL1	-0.0848	6.72	-0.775	0.446	0.62	-7.53
YJL001W	S000003538	PRE3	-0.0786	7.08	-0.775	0.446	0.62	-7.54
YLL038C	S000003961	ENT4	0.131	3.58	0.776	0.446	0.62	-6.98
YDL145C	S000002304	COP1	-0.0776	9.17	-0.776	0.446	0.62	-7.53
YJL102W	S000003638	MEF2	-0.119	4.95	-0.776	0.446	0.62	-7.28
YMR293C	S000004907	HER2	-0.113	4.05	-0.777	0.445	0.61	-7.11
YCR076C	S000000672	FUB1	-0.153	3.75	-0.778	0.445	0.61	-6.98
YDR156W	S000002563	RPA14	0.101	5.35	0.778	0.445	0.61	-7.35
YOR157C	S000005683	PUP1	0.0696	7.02	0.778	0.445	0.61	-7.54
YGL137W	S000003105	SEC27	-0.0744	8.51	-0.779	0.444	0.61	-7.55
YMR123W	S000004730	PKR1	-0.0958	5.39	-0.779	0.444	0.61	-7.38
YIL028W	S000001290	NA	0.435	-0.0581	0.779	0.444	0.61	-5.89
YPL176C	S000006097	TRE1	-0.0736	5.8	-0.779	0.444	0.61	-7.45
YOL020W	S000005380	TAT2	0.0994	7.61	0.779	0.444	0.61	-7.56
YBR028C	S000000232	YPK3	0.109	4.78	0.779	0.444	0.61	-7.28
YBR202W	S000000406	MCM7	0.0786	6.02	0.78	0.443	0.61	-7.47
YLL001W	S000003924	DNM1	-0.0908	6.37	-0.781	0.443	0.61	-7.51
YIL073C	S000001335	SPO22	-0.481	0.556	-0.781	0.443	0.61	-5.93
YKR103W	S000001811	NFT1	-0.13	4.3	-0.781	0.443	0.61	-7.16
YPL048W	S000005969	CAM1	-0.0897	7.84	-0.781	0.443	0.61	-7.56
YDL127W	S000002285	PCL2	-0.166	3.93	-0.781	0.443	0.61	-7.07
YOR087W	S000005613	YVC1	0.0984	5.54	0.784	0.441	0.61	-7.36
YGR278W	S000003510	CWC22	-0.126	4	-0.784	0.441	0.61	-7.07
YNL165W	S000005109	NA	0.12	4.2	0.784	0.441	0.61	-7.12
YHR166C	S000001209	CDC23	0.123	3.98	0.785	0.441	0.61	-7.07
YPR086W	S000006290	SUA7	0.0822	5.77	0.786	0.44	0.61	-7.44
YLR375W	S000004367	STP3	-0.111	5.98	-0.786	0.44	0.61	-7.47
YKL041W	S000001524	VPS24	-0.156	3.62	-0.786	0.44	0.61	-6.98
YDL045C	S000002203	FAD1	0.106	4.24	0.786	0.44	0.61	-7.13
YNL286W	S000005230	CUS2	0.126	3.43	0.785	0.44	0.61	-6.93
YOR300W	S000005826	NA	-0.22	1.81	-0.787	0.439	0.61	-6.41
YDR003W-A	S000028819	NA	-0.316	1.52	-0.787	0.439	0.61	-6.27
YHL039W	S000001031	EFM1	-0.0891	6.28	-0.788	0.439	0.61	-7.46
YPR055W	S000006259	SEC8	0.11	5.51	0.788	0.439	0.61	-7.4
YBR057C	S000000261	MUM2	0.15	4.01	0.789	0.438	0.61	-7.08
YKL149C	S000001632	DBR1	0.126	4.06	0.789	0.438	0.61	-7.09
YOL092W	S000005452	YPQ1	0.103	7.26	0.79	0.438	0.61	-7.54
YBR245C	S000000449	ISW1	0.0805	6.71	0.791	0.437	0.61	-7.53
YPL233W	S000006154	NSL1	-0.278	1.75	-0.791	0.437	0.61	-6.4
YNR020C	S000005303	ATP23	0.155	3.6	0.792	0.437	0.61	-6.97
YKR069W	S000001777	MET1	-0.139	3.18	-0.792	0.437	0.61	-6.85
YLR394W	S000004386	CST9	0.117	4.68	0.793	0.436	0.61	-7.22
YMR025W	S000004627	CSI1	-0.287	1.37	-0.793	0.436	0.61	-6.28
YLR023C	S000004013	IZH3	-0.0943	5.94	-0.793	0.436	0.61	-7.45
YMR117C	S000004723	SPC24	0.244	2.3	0.794	0.435	0.61	-6.56
YPR148C	S000006352	NA	-0.129	6.21	-0.794	0.435	0.61	-7.48
YEL002C	S000000728	WBP1	0.0678	8.41	0.795	0.435	0.61	-7.54
YHR055C	S000001097	CUP1-2	-0.211	2.58	-0.795	0.435	0.61	-6.61
YKL025C	S000001508	PAN3	-0.0895	6.3	-0.795	0.435	0.61	-7.49
YPL258C	S000006179	THI21	-0.246	1.99	-0.795	0.435	0.61	-6.45
YAL031C	S000000029	GIP4	-0.102	4.78	-0.796	0.434	0.61	-7.24
YCR081W	S000000677	SRB8	0.117	5.05	0.796	0.434	0.61	-7.32
YNR026C	S000005309	SEC12	0.0882	5.51	0.797	0.434	0.61	-7.38
YDR323C	S000002731	PEP7	-0.165	3.18	-0.798	0.433	0.61	-6.81
YDR166C	S000002573	SEC5	0.107	5.94	0.799	0.433	0.6	-7.45
YMR247C	S000004861	RKR1	0.082	6.52	0.799	0.432	0.6	-7.51
YDR140W	S000002547	MTQ2	0.106	4.43	0.799	0.433	0.6	-7.17
YMR088C	S000004694	VBA1	0.118	6.7	0.8	0.432	0.6	-7.52
YMR172W	S000004783	HOT1	0.154	3.83	0.8	0.432	0.6	-7.03
YDR224C	S000002632	HTB1	-0.0878	8.23	-0.801	0.432	0.6	-7.53
YLL018C	S000003941	DPS1	0.0809	9.02	0.803	0.43	0.6	-7.51
YCR092C	S000000688	MSH3	0.116	5	0.803	0.43	0.6	-7.3
YCL010C	S000000516	SGF29	0.133	4.1	0.804	0.43	0.6	-7.1
YDR153C	S000002560	ENT5	0.147	5.91	0.804	0.43	0.6	-7.44
YCL044C	S000000549	MGR1	-0.113	6.23	-0.804	0.429	0.6	-7.46
YMR012W	S000004614	CLU1	0.0818	8.98	0.805	0.429	0.6	-7.51
YER048W-A	S000007237	ISD11	-0.102	5.44	-0.805	0.429	0.6	-7.38
YER028C	S000000830	MIG3	0.496	0.818	0.806	0.429	0.6	-5.75
YHL042W	S000001034	NA	0.454	0.396	0.806	0.429	0.6	-5.99
YML050W	S000004514	AIM32	-0.187	2.6	-0.807	0.428	0.6	-6.66
YOR303W	S000005829	CPA1	-0.115	7.82	-0.808	0.427	0.6	-7.54
YHR090C	S000001132	YNG2	0.17	3.16	0.81	0.426	0.6	-6.83
YOR257W	S000005783	CDC31	0.176	3.97	0.811	0.426	0.6	-7.06
YMR028W	S000004630	TAP42	0.158	4.09	0.811	0.426	0.6	-7.07
YPR169W-A	S000028591	NA	0.885	0.51	0.812	0.425	0.6	-6
YDL156W	S000002315	CMR1	0.139	3.21	0.812	0.425	0.6	-6.85
YDL100C	S000002258	GET3	0.0695	8.19	0.812	0.425	0.6	-7.53
YDL157C	S000002316	NA	0.122	4.51	0.812	0.425	0.6	-7.16
YDR145W	S000002552	TAF12	0.118	5.41	0.812	0.425	0.6	-7.37
YKL210W	S000001693	UBA1	-0.1	8.78	-0.814	0.424	0.6	-7.51
YDR289C	S000002697	RTT103	0.162	4.33	0.814	0.424	0.6	-7.14
YKL050C	S000001533	NA	0.235	2.5	0.815	0.424	0.6	-6.62
YOR366W	S000005893	NA	-0.698	-0.997	-0.816	0.423	0.6	-5.65
YDR528W	S000002936	HLR1	0.137	4.58	0.816	0.423	0.6	-7.19
YDL030W	S000002188	PRP9	0.146	4.38	0.815	0.423	0.6	-7.15
YLR125W	S000004115	NA	0.398	0.78	0.815	0.423	0.6	-6.08
YCL011C	S000000517	GBP2	0.0755	7.15	0.815	0.423	0.6	-7.53
YAL037W	S000000035	NA	0.518	0.647	0.817	0.423	0.6	-5.96
YOR334W	S000005861	MRS2	0.108	4.18	0.817	0.423	0.6	-7.1
YBR018C	S000000222	GAL7	-0.539	-0.147	-0.817	0.422	0.6	-5.79
YCR090C	S000000686	NA	0.117	4.84	0.818	0.422	0.59	-7.26
YGL205W	S000003173	POX1	-0.577	0.278	-0.819	0.422	0.59	-5.74
YLL014W	S000003937	EMC6	0.114	4.55	0.82	0.421	0.59	-7.19
YNL211C	S000005155	MRX7	0.269	1.67	0.82	0.421	0.59	-6.35
YPL066W	S000005987	RGL1	0.149	4.43	0.82	0.421	0.59	-7.16
YPL104W	S000006025	MSD1	-0.0967	5.08	-0.82	0.421	0.59	-7.31
YML091C	S000004556	RPM2	0.133	6.88	0.822	0.42	0.59	-7.51
YOR155C	S000005681	ISN1	-0.107	5.52	-0.823	0.419	0.59	-7.28
YDR188W	S000002596	CCT6	0.0774	7.8	0.822	0.419	0.59	-7.53
YPL219W	S000006140	PCL8	-0.153	3.58	-0.823	0.419	0.59	-6.9
